"","display_name","variable","value","state"
"597","Western Michigan University","Mid Career 90th Percentile Salary",135000,"MI"
"598","Florida International University","Mid Career 90th Percentile Salary",136000,"FL"
"599","Cleveland State University","Mid Career 90th Percentile Salary",137000,"OH"
"600","Florida Atlantic University","Mid Career 90th Percentile Salary",137000,"FL"
"601","University of Montana","Mid Career 90th Percentile Salary",138000,"MT"
"602","University of Texas Arlington","Mid Career 90th Percentile Salary",138000,"TX"
"603","Southern Illinois University Carbondale","Mid Career 90th Percentile Salary",139000,"IL"
"604","Wayne State University","Mid Career 90th Percentile Salary",139000,"MI"
"605","University of Houston","Mid Career 90th Percentile Salary",141000,"TX"
"606","University of New Mexico","Mid Career 90th Percentile Salary",141000,"NM"
"607","West Virginia University","Mid Career 90th Percentile Salary",141000,"WV"
"608","Illinois State University","Mid Career 90th Percentile Salary",142000,"IL"
"609","University of Idaho","Mid Career 90th Percentile Salary",142000,"ID"
"610","Idaho State University","Mid Career 90th Percentile Salary",143000,"ID"
"611","University of Nevada Reno","Mid Career 90th Percentile Salary",143000,"NV"
"612","University of Denver","Mid Career 90th Percentile Salary",144000,"CO"
"613","University of Missouri St. Louis","Mid Career 90th Percentile Salary",144000,"MO"
"614","Auburn University","Mid Career 90th Percentile Salary",145000,"AL"
"615","Georgia State University","Mid Career 90th Percentile Salary",145000,"GA"
"616","University of Wyoming","Mid Career 90th Percentile Salary",145000,"WY"
"617","Bowling Green State University","Mid Career 90th Percentile Salary",146000,"OH"
"618","Oregon State University","Mid Career 90th Percentile Salary",146000,"OR"
"619","Iowa State University","Mid Career 90th Percentile Salary",147000,"IA"
"620","University of New Hampshire","Mid Career 90th Percentile Salary",147000,"NH"
"621","University of Minnesota Twin Cities","Mid Career 90th Percentile Salary",148000,"MN"
"622","University of Utah","Mid Career 90th Percentile Salary",148000,"UT"
"623","University of Kentucky","Mid Career 90th Percentile Salary",149000,"KY"
"624","University of Washington","Mid Career 90th Percentile Salary",149000,"WA"
"625","Clemson University","Mid Career 90th Percentile Salary",150000,"SC"
"626","Colorado State University","Mid Career 90th Percentile Salary",150000,"CO"
"627","George Mason University","Mid Career 90th Percentile Salary",150000,"VA"
"628","Ohio University","Mid Career 90th Percentile Salary",150000,"OH"
"629","Ohio University","Mid Career 90th Percentile Salary",150000,"OH"
"630","San Francisco State University","Mid Career 90th Percentile Salary",150000,"CA"
"631","East Carolina University","Mid Career 90th Percentile Salary",151000,"NC"
"632","Mississippi State University","Mid Career 90th Percentile Salary",151000,"MS"
"633","Montana State University","Mid Career 90th Percentile Salary",151000,"MT"
"634","Oklahoma State University","Mid Career 90th Percentile Salary",151000,"OK"
"635","University of Massachusetts Boston","Mid Career 90th Percentile Salary",151000,"MA"
"636","North Carolina State University Raleigh","Mid Career 90th Percentile Salary",153000,"NC"
"637","University of Tennessee","Mid Career 90th Percentile Salary",153000,"TN"
"638","University of Tennessee","Mid Career 90th Percentile Salary",153000,"TN"
"639","Florida State University","Mid Career 90th Percentile Salary",156000,"FL"
"640","University of Kansas","Mid Career 90th Percentile Salary",156000,"KS"
"641","University of Missouri","Mid Career 90th Percentile Salary",156000,"MO"
"642","University of Nebraska Lincoln","Mid Career 90th Percentile Salary",156000,"NE"
"643","University of North Dakota","Mid Career 90th Percentile Salary",157000,"ND"
"644","University of Rhode Island","Mid Career 90th Percentile Salary",157000,"RI"
"645","California State University Fullerton","Mid Career 90th Percentile Salary",158000,"CA"
"646","Lamar University","Mid Career 90th Percentile Salary",158000,"TX"
"647","San Diego State University","Mid Career 90th Percentile Salary",158000,"CA"
"648","University of Massachusetts Lowell","Mid Career 90th Percentile Salary",158000,"MA"
"649","Rochester Institute of Technology","Mid Career 90th Percentile Salary",159000,"NY"
"650","Pennsylvania State University University Park","Mid Career 90th Percentile Salary",160000,"PA"
"651","University of Arizona","Mid Career 90th Percentile Salary",160000,"AZ"
"652","University of Arkansas","Mid Career 90th Percentile Salary",160000,"AR"
"653","Northern Illinois University","Mid Career 90th Percentile Salary",161000,"IL"
"654","University of Alabama","Mid Career 90th Percentile Salary",161000,"AL"
"655","University of Connecticut","Mid Career 90th Percentile Salary",162000,"CT"
"656","Washington State University","Mid Career 90th Percentile Salary",162000,"WA"
"657","Arizona State University Tempe","Mid Career 90th Percentile Salary",163000,"AZ"
"658","University of Iowa","Mid Career 90th Percentile Salary",163000,"IA"
"659","University of Louisiana Lafayette","Mid Career 90th Percentile Salary",163000,"LA"
"660","Virginia Tech","Mid Career 90th Percentile Salary",163000,"VA"
"661","University of Georgia","Mid Career 90th Percentile Salary",164000,"GA"
"662","Illinois Institute of Technology","Mid Career 90th Percentile Salary",165000,"IL"
"663","University of California Santa Cruz","Mid Career 90th Percentile Salary",165000,"CA"
"664","University of Delaware","Mid Career 90th Percentile Salary",165000,"DE"
"665","University of Maryland College Park","Mid Career 90th Percentile Salary",166000,"MD"
"666","University of Oklahoma","Mid Career 90th Percentile Salary",167000,"OK"
"667","Purdue University West Lafayette","Mid Career 90th Percentile Salary",168000,"IN"
"668","University of Massachusetts Amherst","Mid Career 90th Percentile Salary",168000,"MA"
"669","Michigan State University","Mid Career 90th Percentile Salary",170000,"MI"
"670","University of Wisconsin Madison","Mid Career 90th Percentile Salary",170000,"WI"
"671","Texas A&M University College Station","Mid Career 90th Percentile Salary",171000,"TX"
"672","University of California Irvine","Mid Career 90th Percentile Salary",172000,"CA"
"673","University of Florida","Mid Career 90th Percentile Salary",172000,"FL"
"674","University of California Santa Barbara","Mid Career 90th Percentile Salary",173000,"CA"
"675","Rutgers University New Brunswick","Mid Career 90th Percentile Salary",176000,"NJ"
"676","University of California San Diego","Mid Career 90th Percentile Salary",177000,"CA"
"677","University of Illinois Urbana-Champaign","Mid Career 90th Percentile Salary",177000,"IL"
"678","Indiana University Bloomington","Mid Career 90th Percentile Salary",178000,"IN"
"679","Worcester Polytechnic Institute","Mid Career 90th Percentile Salary",180000,"MA"
"680","Stony Brook University SUNY","Mid Career 90th Percentile Salary",181000,"NY"
"681","Rensselaer Polytechnic Institute","Mid Career 90th Percentile Salary",182000,"NY"
"682","University of Michigan Ann Arbor","Mid Career 90th Percentile Salary",182000,"MI"
"683","Georgia Institute of Technology","Mid Career 90th Percentile Salary",183000,"GA"
"684","DePaul University","Mid Career 90th Percentile Salary",185000,"IL"
"685","Stevens Institute of Technology","Mid Career 90th Percentile Salary",185000,"NJ"
"686","University of Mississippi","Mid Career 90th Percentile Salary",186000,"MS"
"687","University of Mississippi","Mid Career 90th Percentile Salary",186000,"MS"
"688","University of Oregon","Mid Career 90th Percentile Salary",186000,"OR"
"689","University of Colorado Boulder","Mid Career 90th Percentile Salary",187000,"CO"
"690","University of Texas Austin","Mid Career 90th Percentile Salary",188000,"TX"
"691","University of California Los Angeles","Mid Career 90th Percentile Salary",193000,"CA"
"692","University of Vermont","Mid Career 90th Percentile Salary",194000,"VT"
"693","Binghamton University SUNY","Mid Career 90th Percentile Salary",201000,"NY"
"694","Colorado School of Mines","Mid Career 90th Percentile Salary",201000,"CO"
"695","University of California Berkeley","Mid Career 90th Percentile Salary",201000,"CA"
"696","University of California Davis","Mid Career 90th Percentile Salary",202000,"CA"
"697","Carnegie Mellon University","Mid Career 90th Percentile Salary",209000,"PA"
"698","University at Albany SUNY","Mid Career 90th Percentile Salary",209000,"NY"
"699","Cornell University","Mid Career 90th Percentile Salary",210000,"NY"
"700","University of Virginia","Mid Career 90th Percentile Salary",215000,"VA"
"701","Massachusetts Institute of Technology","Mid Career 90th Percentile Salary",220000,"MA"
"702","Brown University","Mid Career 90th Percentile Salary",228000,"RI"
"703","Columbia University","Mid Career 90th Percentile Salary",241000,"NY"
"704","Princeton University","Mid Career 90th Percentile Salary",261000,"NJ"
"705","University of Pennsylvania","Mid Career 90th Percentile Salary",282000,"PA"
"706","Harvard University","Mid Career 90th Percentile Salary",288000,"MA"
"707","Dartmouth College","Mid Career 90th Percentile Salary",321000,"NH"
"708","Yale University","Mid Career 90th Percentile Salary",326000,"CT"
